Starling ID,Headwords,Gloss,chosen_abbr,llm_second,v1_choice,v2_choice,agrees_v1,agrees_v2
PDR1752,*taḍ-av-,"to grope, feel",SP_TV,SP_FO,EM_EF,SP_TV,,YES
PDR1753,*tag-,"proper, suitable; to fit",EM_GD,MT_IR,CA_TA,CA_TA,,
PDR1754,*tagar-,ram,AN_RA,AN_SH,AN_RA,AN_RA,YES,YES
PDR1755,*tagar- (?),tin,PA_TT,PA_IR,PA_TT,PA_TT,YES,YES
PDR1756,*taK-,to touch,SP_TV,MO_AR,SP_TV,SP_TV,YES,YES
PDR1757,*tàl-,head,BP_HE,SR_TO,BP_HE,BP_HE,YES,YES
PDR1758,*taḷ-,"mother, female",MK_MO,MK_WO,MK_FS,MK_MO,,YES
PDR1759,*taḷ-,"to bind, chain",PA_BI,PA_CH,PA_BI,PA_BI,YES,YES
PDR1760,*taḷ-,"to push off, remove",MO_PS,PA_CU,MO_PS,MO_PS,YES,YES
PDR1761,*taḷ-,"to bloom, sprout",AV_FL,MO_RI,AV_SS,AV_FL,,YES
PDR1762,*tal-,"agitation, commotion",EM_AN,EM_EF,SO_SQ,EM_AG,,
PDR1763,*taḷ-,"to move, shake, stagger",MO_SH,MO_MO,MO_SH,MO_SH,YES,YES
PDR1764,"*taḷ-, *taḷtaḷ-","to shine, shining, glitter",SP_SH,PW_LG,EM_GL,SP_SH,,YES
PDR1765,*t-amp-,younger brother,MK_BR,MK_BS,MK_BS,MK_NE,,
PDR1766,*taṇ-,to kick,PA_SH,WH_FI,WH_FI,PA_SH,,YES
PDR1767,*taṇ-,1 cold 2 satisfied,SP_CD,EM_JY,QN_ON,SP_CD,,YES
PDR1768,*taṇ-,"rich, abundant",QN_MM,SR_GW,PT_RC,PT_WR,,
PDR1769,*tanḍ-,to obstruct; obstruction,SO_HP,PT_HI,SR_HC,SO_HP,,YES
PDR1770,*tanḍ-,"mass, herd; troops",QN_MC,WH_AR,WH_AR,AN_HE,,
PDR1771,*tanḍ-,to collect,SR_CG,QN_MC,PT_GO,PT_PU,,
PDR1772,*t-anḏ-,father,MK_FA,MK_PA,MK_FA,MK_FA,YES,YES
PDR1773,*taṇk- (?),liver,BP_LV,BP_BO,BP_LV,BP_LV,YES,YES
PDR1774,*taŋ-/*tak-,to remain; to stay,SR_RM,MO_SH,PT_KR,SR_RM,,YES
PDR1775,*tap-,to make mistakes,MT_ME,EM_FA,MT_IP,EM_ME,,
PDR1776,*tap-,to strike,PA_SH,BP_KI,PA_SH,PA_SH,YES,YES
PDR1777,*TaP-,"sound of falling; quickly, in a moment",PW_TH,TI_SW,MO_FA,MO_FA,,
PDR1778,*tap-,to put,SR_PU,MO_CA,SR_PU,SR_PU,YES,YES
PDR1779,*taR-,"to diminish, decrease; fee",QN_LF,PT_LS,LJ_CN,TI_CE,,
PDR1780,*taṟ-,bald,SR_MS,SR_XL,BP_HA,BP_HA,,
PDR1781,*taṟ- (*-ḏ-),"to join, tuck in, fasten; appropriate, opportune",PA_BI,PA_SH,TI_HH,CA_SE,,
PDR1782,*taṟe-,to cut,PA_CU,PA_SH,PA_CU,PA_CU,YES,YES
PDR1783,*taṬ-,"to knock, slap",PA_SH,BP_BI,PA_SH,PA_SH,YES,YES
PDR1784,*taṬ-,"door, mat door",DF_DG,DF_WN,DF_DG,DF_DG,YES,YES
PDR1785,*taṭ-,"flat; wide basket, plate",SR_FL,FD_DI,FD_PL,SR_FL,,YES
PDR1786,*taṭ- (?),tongue,BP_TG,BP_MO,BP_TG,BP_TG,YES,YES
PDR1787,*tav-,"much, abundantly",QN_MM,SR_XL,QN_MM,QN_MM,YES,YES
PDR1788,*tav- (?),1 to destroy 2 to die,BP_DD,PT_DE,BP_KI,PT_DE,,
PDR1789,*taviḍ-,"bran, chaff",FD_MF,FD_VE,AN_BA,CA_FL,,
PDR1790,*tav-iẓ- / *tiv-aẓ-,"to creep, crawl",MO_CC,MO_WA,MO_CC,MO_CC,YES,YES
PDR1791,*taẓ-,to burn; to glow (of embers),PW_BU,PW_FI,PW_BU,PW_BU,YES,YES
PDR1792,*taẓ-,to embrace,MO_CA,EM_LO,EM_LO,EM_KS,,
PDR1793,*taẓVv-,to dig,AV_DI,PA_CU,AV_DI,AV_DI,YES,YES
PDR1794,*tāk-,to walk,MO_WA,MO_GO,MO_WA,MO_WA,YES,YES
PDR1795,*tāk-,to touch; to hit,SP_TV,PA_SH,SP_TV,SP_TV,YES,YES
PDR1796,*tāk- (?),wind,PW_WI,PW_AI,PW_WI,PW_WI,YES,YES
PDR1797,*tāḷ-,to bear; to suffer; patience,MO_CA,BP_LL,AN_BR,AN_BR,,
PDR1798,*tāḷ-,"to season, seasoning",FD_CO,FD_RF,TI_SN,FD_CO,,YES
PDR1799,*tāḷ-,"leg, foot, stem",BP_LE,BP_FT,BP_FT,BP_LE,,YES
PDR1800,*tām,"they, themselves",MT_MI,EM_SS,MK_FM,MK_MA,,
PDR1801,*tāmar-,lotus,,AV_PN,FD_BY,AV_FL,,
PDR1802,*tān,"he, himself",MT_IR,MK_HB,MK_HU,MK_HB,,
PDR1803,*tā̆nḍ-,a k. of pot,FD_PO,PA_MD,FD_PO,FD_PO,YES,YES
PDR1804,*tānḏ-,belleric myrobalan,,FD_VE,AN_SN,AN_SN,,
PDR1805,*tāṟ- (*-ḏ-),"thin, dried",,BP_WE,CA_CO,SR_NS,,
PDR1806,*tāṟ-g-,to gorge,FD_DR,FD_EA,MO_FL,FD_SU,,
PDR1807,*tāt-,(grand)father,MK_GF,MK_FA,MK_FL,MK_FL,,
PDR1808,*tāṭ-,bark,BP_SH,AV_BN,AN_DO,AN_DO,,
PDR1809,*tāv-,"to jump, leap",MO_JL,MO_FY,MO_JL,MO_JL,YES,YES
PDR1810,*tāẓ-,toddy palm,AV_TR,AV_PN,CA_GL,CA_GL,,
PDR1811,*tāẓ-,earring,CA_AD,CA_JW,BP_EA,CA_FR,,
PDR1812,*tāẓ-,to fall low; to lower,MO_FA,SR_LO,MO_FA,MO_FA,YES,YES
PDR1813,*tāẓ-,"bolt, bar, lock; key",DF_LO,DF_DG,DF_LO,DF_LO,YES,YES
PDR1814,*tā̆ǯ- (?),to wipe,PA_RU,PA_WA,PA_WA,PA_WA,,
PDR1815,*teḏ-,"to pay, return",PT_PA,PT_TR,PT_GB,PT_OW,,
PDR1816,*teḏ-a-,to open,SR_OP,SR_HC,SR_OP,SR_OP,YES,YES
PDR1817,*teg-,"to be full, finished",QN_FU,TI_FI,TI_FI,TI_FI,,
PDR1818,*teK-,1 to extinguish 2 to die,BP_DD,PW_LK,BP_DD,PW_BU,YES,
PDR1819,*teḷ-,to be clear; white,SP_BR,MT_CP,SP_WH,MT_CP,,
PDR1820,*teḷ-,"to sift, winnow",AV_SS,PA_SO,SP_PS,PA_SW,,
PDR1821,*tel-,"to ask, request, praise",LM_AR,EM_PR,EM_PR,EM_PR,,
PDR1822,*teḷ-,"thin, fine",,SR_SS,SR_NS,SR_NS,,
PDR1823,*tenḍ-,to pull,PA_DP,MO_CA,PA_DP,PA_DP,YES,YES
PDR1824,*ter-,wrinkle; fold,MO_WW,PW_WV,PA_FO,PA_FO,,
PDR1825,*ter-[aḷ-],to coil; round,MO_RO,SR_RO,SR_RO,PA_SO,,
PDR1826,*teṟ-V-,"to cut, severe",PA_CU,PA_BK,PA_CU,PA_CU,YES,YES
PDR1827,*tē̆ḏ-,to burn (of sun),PW_BU,SP_HW,PW_BU,PW_BU,YES,YES
PDR1828,*tēg-,to belch,BP_VO,BP_BB,RB_BP,BP_VO,,YES
PDR1829,*tēj-,"to rub, wear off",PA_RU,SR_GW,PA_RU,PA_RU,YES,YES
PDR1830,*tēl-,to float,MO_FT,MO_SW,MO_FT,MO_FT,YES,YES
PDR1831,*tēḷ-,scorpion,AN_IN,AN_AN,AN_SK,AN_IN,,YES
PDR1832,*tēn-,honey; bee,FD_HO,AN_BE,AN_BE,FD_HO,,YES
PDR1833,*tēnḍ- (?),to rise,MO_RL,MO_RI,MO_RL,MO_RI,YES,
PDR1834,*tēr-,"to be clear, evident",MT_UN,SP_SE,MT_CP,SP_PS,,
PDR1835,*tēr-,to lie down; cot,SR_LI,BP_SL,BP_SL,BP_SL,,
PDR1836,*tēr-,chariot,MO_CW,PA_MA,AN_SN,MO_CW,,YES
PDR1837,*tēṟ-,1 to accomplish; to finish 2 to clear,MT_TO,EM_SU,TI_FI,MT_CP,,
PDR1838,*tig-,"to press, oush down",MO_PS,PA_PR,PA_PR,MO_PS,,YES
PDR1839,*Tigil-,teror,EM_FF,EM_AN,MK_SS,CA_SH,,
PDR1840,*tiK-,bedbug,AN_IN,AN_AN,DF_BD,DF_BD,,
PDR1841,*tim-,to smear,PA_RU,PA_SO,BP_SP,PA_RU,,YES
PDR1842,*tin-,right,SR_RI,SR_SD,EM_RI,EM_RI,,
PDR1843,*tin-,to eat,FD_EA,BP_BI,FD_EA,FD_SU,YES,
PDR1844,*tiṇ-,a k. of platform,DF_FR,PW_MH,PW_CL,MO_RL,,
PDR1845,*tiṇ-,"to strain; hard, firm",PA_PR,BP_SM,PA_SR,PA_SR,,
PDR1846,*tiŋaḷ (?),moon,PW_MO,TI_MO,PW_MO,PW_MO,YES,YES
PDR1847,*tir-i-,to tremble,MO_SH,BP_BB,MO_SH,MO_SH,YES,YES
PDR1848,*tir-[i]-,to turn,MO_TU,MO_RO,MO_TU,MO_TA,YES,
PDR1849,*tir-nd-,"correct, right",MT_TO,EM_GD,EM_RI,EM_RI,,
PDR1850,*tiṭ-,rising ground,PW_MH,PW_PF,PW_GS,MO_RI,,
PDR1851,*tiv-,"to take out, remove",PT_TA,,MO_GA,MO_GA,,
PDR1852,*tiv-/*tīg-,1 creeper 2 wire 3 thread,AV_PN,CA_TH,CA_TH,CA_TH,,
PDR1853,*tīḍ-,to whet,PA_RU,PA_SR,EM_PL,CA_WE,,
PDR1854,*tīr- (?),hair,BP_HA,BP_BO,BP_HA,BP_HA,YES,YES
PDR1855,*tīṟ-,to be finished,TI_FI,TI_EN,TI_FI,TI_FI,YES,YES
PDR1856,*tīt- (?),bird,AN_BI,BP_FE,AN_BI,AN_BI,YES,YES
PDR1857,*tjām-,tortoise,AN_AN,AN_LI,AN_SK,AN_SK,,
PDR1858,*tjī-,to burn,PW_BU,PW_FI,PW_BU,PW_BU,YES,YES
PDR1859,*tjī-,sweet,SP_ST,EM_PL,TI_NO,SP_ST,,YES
PDR1860,*tjoṭ-,beehive,AN_BE,FD_HO,AN_BE,AN_BE,YES,YES
PDR1861,*toḍ-,"to wear, put on",CA_CD,CA_CC,CA_CD,CA_CD,YES,YES
PDR1862,*toḍ-,lip,BP_LI,BP_MO,BP_LI,BP_LI,YES,YES
PDR1863,*toḍ-,to begin; to get ready,TI_BB,EM_DA,TI_BB,TI_BB,YES,YES
PDR1864,*toḏ- (?),feather,BP_FE,AN_BI,BP_FE,BP_FE,YES,YES
PDR1865,*toɣar-,dhal,FD_VE,FD_BN,PW_ST,AN_WE,,
PDR1866,*tok-,"bark, rind",BP_SH,AV_PN,AN_BU,CA_FU,,
PDR1867,*tol-,"to remove; to depart; to die, perish",MO_GA,BP_DD,MO_GA,MO_GA,YES,YES
PDR1868,*tol-,formerly; early; tomorrow,TI_EA,PW_RA,TI_TM,TI_OL,,
PDR1869,*toḷ-,"to pierce, bore",PA_BR,SR_HL,PA_BR,PA_CV,YES,
PDR1870,*toḷ-,to spill; to flow,MO_FL,PW_RA,MO_FL,PA_PO,YES,
PDR1871,*toḷ-pad-,nine,QN_NN,QN_QN,QN_NN,QN_TH,YES,
PDR1872,*tonḍ-,throat,BP_TR,BP_NK,BP_TR,BP_TR,YES,YES
PDR1873,*tonḍ-,beak; trunk,AN_BI,BP_NO,AN_BI,BP_FE,YES,
PDR1874,*Tonḍ-,creeper,AV_PN,AV_VI,MO_CC,MO_CC,,
PDR1875,*tondar-,trouble,EM_AN,EM_PS,TI_HR,SO_SQ,,
PDR1876,*toŋ-,to hang,MO_FA,PA_DP,TI_FI,CA_WE,,
PDR1877,"*tor-, *dor-","to push, shove",MO_PS,PA_SH,MO_PS,MO_PS,YES,YES
PDR1878,*toṟ-,kine,AN_CO,AN_CB,PW_MU,AN_CO,,YES
PDR1879,*toT-,to stammer,LM_ST,BP_TG,PA_SO,EM_GR,,
PDR1880,*toṬ-,to touch,SP_TV,SR_JU,SP_TV,SP_TV,YES,YES
PDR1881,*toṭ-i,trough,FD_PO,DF_FR,TI_SP,MO_SI,,
PDR1882,*toṭil-,cradle,DF_BD,DF_FR,MK_IN,MK_IN,,
PDR1883,*toẓ-,"to tread on, kick",PA_SH,MO_PS,MO_RU,MO_WA,,
PDR1884,*toẓ-,work,PA_WS,SO_NT,TI_FI,PA_WS,,YES
PDR1885,*toẓ-,to worship,RB_WO,SO_OB,RB_WO,RB_WO,YES,YES
PDR1886,*tō-,to bathe; to be wet,PA_WA,BP_SW,CA_TW,PA_WA,,YES
PDR1887,*tōɣ-,"to kick, stamp",PA_SH,MO_PS,PA_SH,PA_SH,YES,YES
PDR1888,*tōɣ-,a k. of ficus,AV_TR,FD_FR,FD_FI,FD_FI,,
PDR1889,*tōk-,tail,BP_TA,MO_FA,BP_TA,BP_TA,YES,YES
PDR1890,*tōl,"skin, hide",BP_SH,CA_LE,BP_SH,BP_SH,YES,YES
PDR1891,*tōl-,egg,BP_EG,QN_PR,BP_EG,BP_EG,YES,YES
PDR1892,*tōḷ-,"shoulder, arm",BP_SD,BP_AR,BP_SD,BP_SD,YES,YES
PDR1893,*tōnḍ-,"to bale out, draw (water); to dig",MO_RL,PA_CU,AV_DI,PA_DP,,
PDR1894,*tōnḍl-,"wolf, jackal",AN_WO,AN_AN,AN_WO,AN_WO,YES,YES
PDR1895,*tōnḏ-,"to appear, be",SP_SE,MT_BE,MT_SE,MT_SE,,
PDR1896,*tōp-,"grove, garden",PW_WF,AV_GA,AV_GA,AV_GA,,
PDR1897,*tōr-,"large, stout, mature",SR_XL,SR_GW,FD_BB,AN_SN,,
PDR1898,*tōr-,to flow; blood,MO_FL,PW_RS,MO_FL,MO_FL,YES,YES
PDR1899,*tōṟ-,"bushes, shrubbery",PW_WF,AV_PN,AV_PN,AV_BI,,
PDR1900,*tōẓ-,"1 friend; younger brother 2 assistance, help",SO_FR,SO_CM,SO_HA,SO_FR,,YES
PDR1901,*tōẓ-,"stable, stall",AN_ST,DF_HS,AN_ST,AN_ST,YES,YES
PDR1902,*tUḍ-,thigh,BP_LE,BP_AR,BP_LE,BP_LE,YES,YES
PDR1903,*tùd-,"point, edge",SR_PO,SR_EN,SR_ED,SR_ED,,
PDR1904,*tuḍ-,to wipe,PA_RU,PA_WA,PA_WA,PA_WA,,
PDR1905,*tuḏ-,to leave,SR_LE,PT_RS,MO_GA,MO_GA,,
PDR1906,*tuḏ-,to block up,PA_SH,SR_CO,LM_RF,MO_PS,,
PDR1907,*tuḏ-,pig,AN_PI,AN_SW,AN_PI,AN_PI,YES,YES
PDR1908,*tUḷ-,to wash,PA_WA,FD_CO,PA_WA,PA_WA,YES,YES
PDR1909,*tuḷ-,to jump,MO_JL,MO_RO,MO_JL,MO_JL,YES,YES
PDR1910,*tuḷ-,to shine,SP_SH,PW_LG,EM_GL,SP_SH,,YES
PDR1911,*Tuḷ-,"to shake, tremble",MO_SH,MO_BO,MO_SH,MO_SH,YES,YES
PDR1912,*tuḷas-,sacred basil,AV_PN,FD_VE,RB_HS,AV_PN,,YES
PDR1913,*tum-,ebony,AV_TR,PW_WD,SP_BK,AV_BE,,
PDR1914,*tum-,quail,AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR1915,*tum-,to sneeze,BP_SN,BP_CO,BP_SN,BP_SN,YES,YES
PDR1916,*tum-,"to be cut off, piece",PA_CU,QN_PR,PA_CU,PA_CU,YES,YES
PDR1917,*tumb-,"bee, beetle",AN_BE,AN_IN,AN_BE,AN_BE,YES,YES
PDR1918,*tumb-,a k. of tree,AV_TR,AV_PN,PW_TR,AV_TR,,YES
PDR1919,*tumb- (?),crowd,QN_MC,SO_PP,QN_MC,QN_MC,YES,YES
PDR1920,*tunḍ-,piece (of cloth),QN_PR,PA_CU,CA_CL,CA_CL,,
PDR1921,*tund-,"to pour, spill",PA_PO,MO_FL,PA_PO,PA_PO,YES,YES
PDR1922,*tunṭ-,a wicked person,EM_BD,EM_AG,RB_WS,MK_HB,,
PDR1923,*tuŋ-,a k. of grass,AV_GR,AV_PN,AV_GR,AV_GR,YES,YES
PDR1924,*tup-,to spit,BP_SP,BP_BB,BP_SP,BP_SP,YES,YES
PDR1925,*tur-,"rust, verdigris",PA_IR,PA_GO,WH_SW,CA_JW,,
PDR1926,*turŋ-,1 to hang 2 to swing 3 to sleep,BP_SL,MO_SH,BP_SL,BP_SL,YES,YES
PDR1927,*tuṟ-[k-],"weed; rubbish, refuse",AV_GG,FD_VE,LM_RF,FD_PO,,
PDR1928,*tuv- (*-o-),"to dip, soak",PA_WA,FD_BO,FD_SL,PA_WA,,YES
PDR1929,*tūḏ-,"to pierce, penetrate",PA_CU,PA_BR,WH_SP,PA_CV,,
PDR1930,*TūK-,earth,PW_GS,PW_DU,PW_EL,PW_GS,,YES
PDR1931,*tūḷ-,to run away,MO_GO,MO_RU,MO_RU,MO_FE,,
PDR1932,*tūm-,tube,PA_TO,DF_DG,AN_BA,MO_CW,,
PDR1933,*tūṇ-,to cut; slice,PA_CU,PA_TE,FD_KN,PA_CU,,YES
PDR1934,*tūṟ-,to pierce; to dig out,PA_BR,PA_CU,BP_NA,PA_CV,,
PDR1935,*tū[v]-,feather,BP_FE,AN_BI,BP_FE,BP_FE,YES,YES
PDR1936,*ṭaɣ-,mango stone,FD_FR,AV_PN,FD_PC,PW_SR,,
PDR1937,*ṭeŋ-,coconut,AV_TR,FD_FR,FD_PR,FD_NT,,
PDR1938,*ṭēk-,teak tree,AV_TR,PW_WD,AV_LE,AV_TR,,YES
PDR1939,*ṭoŋ-,knee (?),BP_KN,BP_EL,BP_KN,BP_KN,YES,YES
PDR1940,*ubb- (? *urb-),"to swell, bloat, boil",MO_BO,SR_GW,FD_BO,FD_BO,,
PDR1941,*uc-i,crown of head,BP_HE,SR_TO,BP_FO,CA_HC,,
PDR1942,*Ud-,"to give, give a hand; to aid",PT_GI,SO_HA,SO_HA,BP_HN,,
PDR1943,*Ùḍ-,wealth; possession,PT_WR,PT_PY,PT_WR,PT_WR,YES,YES
PDR1944,*uḍ-,"to wear, put on",CA_CD,CA_CC,CA_CD,CA_CD,YES,YES
PDR1945,*uḍ-,to boil; hot,FD_BO,FD_CO,FD_BO,FD_BO,YES,YES
PDR1946,*ud-,"match, pair?",,SO_CM,PW_MT,PW_MT,,
PDR1947,*ud-aṟ-,to shake,MO_SH,MO_TH,MO_SH,MO_SH,YES,YES
PDR1948,*udd- (?),long,SR_LG,SR_SZ,TI_LS,SR_LG,,YES
PDR1949,*ùḍ-[u-],iguana,AN_AN,AN_SK,AN_SK,AN_SK,,
PDR1950,*uḏ-,to butt; to crush,PA_SH,AN_BU,AN_AD,AN_AD,,
PDR1951,*uḏ-,"1 to happen 2 to fit, agree with",MO_MO,SR_RM,TI_MS,SR_RM,,
PDR1952,*uḏ-/*uṯ-,network,PA_BA,PA_RC,SO_NE,PA_RC,,
PDR1953,*ug-,to shed (hair),MO_FL,PA_SO,BP_HA,BP_HA,,
PDR1954,*Ul-,"to move, shake",MO_SH,MO_TU,MO_SH,MO_SH,YES,YES
PDR1955,*uḷ-,snipe,AN_BI,AN_AN,AN_SO,AN_BI,,YES
PDR1956,*ul- (*o-),pestle,FD_KD,PA_TO,AN_IN,FD_CB,,
PDR1957,*Ular- (?),dry,SP_DR,TI_OL,PA_WA,SP_DR,,YES
PDR1958,*ùḷ-i,chisel,PA_CS,PA_TO,PA_CS,PA_CS,YES,YES
PDR1959,*uḷ-i,onion; garlic,FD_ON,FD_VE,FD_ON,FD_ON,YES,YES
PDR1960,*ùḷo-,inside,SR_MI,DF_HS,DF_RO,DF_RO,,
PDR1961,*uḷ-[u-]/[d-],to be,BP_LL,PT_HA,TI_FI,MT_SE,,
PDR1962,*uḷum-/*uḷuŋ-,tick,AN_IN,AN_AN,AN_GS,AN_MU,,
PDR1963,*um-,to spit,BP_SP,MO_FL,BP_SP,BP_SP,YES,YES
PDR1964,*um(b)-,"insect, mosquito",AN_IN,AN_BI,AN_IN,AN_IN,YES,YES
PDR1965,*umbḷ-,urine; to urinate,BP_UU,FD_DR,BP_UU,BP_UU,YES,YES
PDR1966,*um-[Vk-],"husk, chaff",FD_MF,AV_CH,AN_AD,AV_PL,,
PDR1967,*un-,to think,MT_TR,MT_TO,MT_BE,MT_KN,,
PDR1968,*uṇ-,1 to drink 2 to eat,FD_EA,FD_DR,FD_EA,FD_SU,YES,
PDR1969,*unḍ-,1 round 2 wheel,SR_RO,MO_WH,MO_WH,MO_WH,,
PDR1970,*unḏ- (?),to sit,SR_SI,SR_ST,SR_SI,SR_SI,YES,YES
PDR1971,*ur-,to burn,PW_BU,EM_AG,PW_BU,PW_BU,YES,YES
PDR1972,*ur-,"noose, knot",PA_KN,PA_BO,PA_KN,PA_KN,YES,YES
PDR1973,*ur-,to rub,PA_RU,PA_MA,PA_RU,PA_RU,YES,YES
PDR1974,*Ùral-,mortar,PA_MO,FD_CO,PA_MO,PA_MO,YES,YES
PDR1975,*ur-c-,to pierce,PA_BR,MO_EN,FD_KN,PA_CV,,
PDR1976,*ur-[c-],to urinate,BP_UU,BP_ED,BP_UU,BP_UU,YES,YES
PDR1977,"*ur-, *ur-av-","shape, form, beauty",SR_FS,EM_BF,BP_FA,PA_MD,,
PDR1978,*ur-ug-,"to dissolve, melt; steel",MO_FL,SP_SM,PA_IR,PA_SP,,
PDR1979,*urVḷ-,to roll,MO_RO,SR_RO,MO_RO,MO_RO,YES,YES
PDR1980,*uṟ-,to jump; to run away,MO_JL,MO_DA,MO_JL,MO_JL,YES,YES
PDR1981,*uṟ-,"to throw, fling",MO_TH,PA_SH,MO_TH,MO_TH,YES,YES
PDR1982,*Uṟ- (*-ḏ-),sheath,PA_MA,DF_FR,CA_LE,WH_SW,,
PDR1983,*uṟ- (*-ḏ-),"numerous, abundant",QN_MM,QN_MC,QN_MM,QN_MM,YES,YES
PDR1984,*uṟum-,thunder,PW_TH,PW_LT,PW_TH,PW_TH,YES,YES
PDR1985,*uS-,to husk,PA_SH,FD_GR,EM_PL,AV_PL,,
PDR1986,*uS-,life; to live,BP_LL,BP_BB,BP_LL,BP_LL,YES,YES
PDR1987,*uS-,to wipe; to wash,PA_WA,PA_RU,PA_WA,PA_WA,YES,YES
PDR1988,*uSir-,gooseberry,FD_FR,AV_TR,AN_GS,FD_BY,,
PDR1989,*uẓ-,to comb; to rub,CA_CB,PA_RU,CA_CB,CA_CB,YES,YES
PDR1990,*uẓ-,to plough,AV_PL,AV_CT,AV_PL,AV_PL,YES,YES
PDR1991,*uẓ- (*ū-),1 to fall off; to undress 2 to strip off (bark),MO_FA,PA_SP,CA_CR,MO_DR,,
PDR1992,*uẓund-,black gram,FD_BN,FD_VE,SP_BK,SP_BK,,
PDR1993,*uẓ-up-,deer,AN_DE,AN_AN,AN_DE,AN_DE,YES,YES
PDR1994,*uẓuv-,tiger,AN_LN,AN_WO,AN_LN,AN_LN,YES,YES
PDR1995,*uǯ-,truth,EM_TE,MT_SN,EM_TE,EM_TE,YES,YES
PDR1996,*ū-,that (intermediate),SR_PL,SR_MI,TI_FI,SP_LI,,
PDR1997,*ū-,"flesh, meat",BP_FL,FD_ME,FD_ME,FD_ME,,
PDR1998,*ūk-,to put forth effort; to endeavour,PA_WV,BP_SM,PA_WV,PA_WV,YES,YES
PDR1999,*ūḷ-,to howl,LM_VC,LM_SC,AN_HU,EM_GR,,
PDR2000,*ūm-,"to swim, fly",MO_SW,MO_FY,MO_SW,MO_SW,YES,YES
PDR2001,*ūm,dumbness,MT_FS,EM_BD,MT_FS,MT_FS,YES,YES
PDR2002,*ū(n)d-,to blow,MO_BL,PA_BU,MO_BL,MO_BL,YES,YES
PDR2003,*ūnḏ-,"to plant, fix",AV_SS,,AV_MR,AV_RO,,
PDR2004,*ūnǯ- (*-nc-),"lean, withered; to dry up",,,PA_WA,BP_WE,,
PDR2005,*ūr-,to wash (face),PA_WA,BP_SH,PA_WA,PA_WA,YES,YES
PDR2006,*ūr-,to blow,MO_BL,PA_BU,MO_BL,MO_BL,YES,YES
PDR2007,*ūr-,village,SO_CI,SR_PL,SO_CI,SO_CI,YES,YES
PDR2008,*ū̆r-,"to rise, boil over, swell",MO_RI,MO_BO,FD_BO,FD_BO,,
PDR2009,*ū̆r- (*-ḏ-),"to leak, ooze",MO_FL,PW_WA,CA_OI,PA_PO,,
PDR2010,*ūs-[c-],to spit,BP_SP,BP_MO,BP_SP,BP_SP,YES,YES
PDR2011,"*ūs-, *ūs-ŋ-",to swing,MO_SH,MO_TU,MO_TH,MO_JL,,
PDR2012,*ūẓ-,"to sweep up, heap up",PA_SW,PA_CU,PA_SW,PA_SW,YES,YES
PDR2013,*ūẓ-i-,service; to serve,PA_WS,SO_ST,SO_ST,SO_ST,,
PDR2014,*vaḍ-,"1 to fade, diminish 2 to dry up",,SP_DR,SP_WD,SP_DR,,
PDR2015,*vàḍ-,north,SR_NO,PW_SK,SR_NO,SR_NO,YES,YES
PDR2016,*vadaṟ-,"to chatter, prattle",LM_ST,LM_SC,LM_ST,LM_ST,YES,YES
PDR2017,*vaḍḍ-,to flow; to pour; to strain,MO_FL,PW_RS,PA_PO,MO_FL,,YES
PDR2018,*vaḍ[i]- (*b-),"form, shape, beauty",SR_FS,EM_BF,BP_FA,PA_MD,,
PDR2019,*vaḏ-,to fry,FD_RF,FD_CO,FD_RF,FD_RF,YES,YES
PDR2020,*vaḏ-/*vaṯ-,to dry; to wither,SP_DR,,PA_WA,SP_WD,,
PDR2021,*vag-,to think,MT_TR,MT_UN,MT_BE,MT_KN,,
PDR2022,*vagg-,a k. of fish,AN_FI,FD_ME,AN_FI,AN_FI,YES,YES
PDR2023,*vagg-/*vaŋ-,to bend,PA_BN,MO_FA,PA_BN,PA_BN,YES,YES
PDR2024,*vai-,"1 to put, place 2 to bear",SR_PU,MO_CA,AN_BR,SR_PU,,YES
PDR2025,*vai-[ɣ-],dawn,TI_DW,TI_BB,TI_DW,TI_DW,YES,YES
PDR2026,*vaj-,straw [of paddy],AV_GR,FD_FD,FD_SP,AV_HY,,
PDR2027,*va(j)-,"desire, longing",EM_DE,EM_WW,EM_DE,EM_DE,YES,YES
PDR2028,*vaj-,to snatch away,PT_TA,PA_DP,PT_ST,PT_SG,,
PDR2029,*vaj-,to revile,LM_ST,EM_AG,MO_TU,PT_RE,,
PDR2030,*vajndeṟ-,"tongue, palate",BP_TG,BP_MO,BP_TG,BP_TG,YES,YES
PDR2031,*vajt-,finger ring,CA_FR,CA_AD,CA_FR,CA_FR,YES,YES
PDR2032,*vaK-,"division; kind; manner, mode",SR_DI,PA_CU,QN_CW,SR_DI,,YES
PDR2033,*vàl-,net,PA_BA,AN_HU,MT_MI,AN_FM,,
PDR2034,*val-,"big; much, very",SR_XL,BP_SM,QN_MM,SR_XL,,YES
PDR2035,*val-,tired; attenuate,BP_WE,EM_PS,BP_SL,EM_SA,,
PDR2036,*vaḷ-,to cut; to be sharp,PA_CU,SP_SP,PA_CU,PA_CU,YES,YES
PDR2037,*val- (?),stone,PW_SR,PA_TO,PW_SR,PW_SR,YES,YES
PDR2038,*vaḷ-ai-,to turn; to surround,MO_TU,MO_RO,MO_TA,MO_TA,,
PDR2039,*vaḷ-i,creeper,AV_PN,AV_VI,MO_CC,MO_CC,,
